1/22/20,0,0,0,10
1/23/20,0,0,0,10
1/24/20,0,0,0,10
1/25/20,0,0,0,10
1/26/20,0,0,0,10
1/27/20,0,0,0,10
1/28/20,0,0,0,10
1/29/20,0,0,0,10
1/30/20,0,0,0,10
1/31/20,0,0,0,10
2/1/20,1,0,0,10
2/2/20,1,0,0,10
2/3/20,1,0,0,10
2/4/20,1,0,0,10
2/5/20,1,0,0,10
2/6/20,1,0,0,10
2/7/20,1,0,0,10
2/8/20,1,0,0,10
2/9/20,1,0,0,10
2/10/20,1,0,0,10
2/11/20,1,0,0,10
2/12/20,1,0,0,10
2/13/20,1,0,0,10
2/14/20,1,0,0,10
2/15/20,1,0,0,10
2/16/20,1,0,0,10
2/17/20,1,0,0,10
2/18/20,1,0,0,10
2/19/20,1,0,0,10
2/20/20,1,0,0,10
2/21/20,1,0,0,10
2/22/20,1,0,0,10
2/23/20,1,0,0,10
2/24/20,1,0,0,10
2/25/20,1,0,0,10
2/26/20,2,0,0,10
2/27/20,3,0,0,10
2/28/20,11,0,0,10
2/29/20,14,0,0,10
3/1/20,14,0,0,10
3/2/20,19,0,0,10
3/3/20,32,0,0,10
3/4/20,62,0,0,10
3/5/20,87,0,0,10
3/6/20,146,0,0,10
3/7/20,179,0,0,10
3/8/20,225,0,0,10
3/9/20,326,0,0,10
3/10/20,424,0,1,10
3/11/20,620,0,1,10
3/12/20,771,0,2,10
3/13/20,923,0,3,10
3/14/20,994,0,5,10
3/15/20,1063,0,7,10
3/16/20,1146,0,8,10
3/17/20,1265,0,14,10
3/18/20,1410,0,21,10
3/19/20,1553,0,30,10
3/20/20,1733,0,38,10
3/21/20,1868,0,49,10
3/22/20,1986,0,60,10
3/23/20,2168,0,81,10
3/24/20,2398,0,103,10
3/25/20,2712,0,134,10
3/26/20,2998,0,166,10
3/27/20,3363,0,201,10
3/28/20,3663,0,239,10
3/29/20,3943,0,284,10
3/30/20,4359,0,332,10
3/31/20,4834,0,385,10
4/1/20,5320,0,455,10
4/2/20,5874,0,535,10
4/3/20,6475,0,605,10
4/4/20,6832,0,373,10
4/5/20,7172,0,401,10
4/6/20,7561,0,477,10
4/7/20,8299,0,591,10
4/8/20,8954,0,687,10
4/9/20,9599,0,793,10
4/10/20,10053,0,870,10
4/11/20,10448,0,887,10
4/12/20,10912,0,899,10
4/13/20,11349,0,919,10
4/14/20,11828,0,1033,10
4/15/20,12432,0,1203,10
4/16/20,13055,0,1333,10
4/17/20,13743,0,1400,10
4/18/20,14275,0,1511,10
4/19/20,14663,0,1540,10
4/20/20,15124,0,1580,10
4/21/20,15831,0,1765,10
4/22/20,16553,0,1937,10
4/23/20,17311,0,2021,10
4/24/20,18090,0,2152,10
4/25/20,18563,0,2192,10
4/26/20,18863,0,2194,10
4/27/20,19426,0,2274,10
4/28/20,20168,0,2355,10
4/29/20,20966,0,2462,10
4/30/20,21601,0,2586,10
5/1/20,22133,0,2653,10
5/2/20,22432,0,2669,10
5/3/20,22693,0,2679,10
5/4/20,23169,0,2769,10
5/5/20,23826,0,2854,10
5/6/20,24572,0,2941,10
5/7/20,25359,0,3040,10
5/8/20,26059,0,3175,10
5/9/20,26568,0,3220,10
5/10/20,26846,0,3225,10
5/11/20,27301,0,3256,10
5/12/20,28055,0,3313,10
5/13/20,28755,0,3460,10
5/14/20,29415,0,3529,10
5/15/20,30103,0,3646,10
5/16/20,30461,0,3674,10
5/17/20,30720,0,3679,10
5/18/20,31151,0,3698,10
5/19/20,31818,0,3743,10
5/20/20,32626,0,3831,10
5/21/20,33236,0,3871,10
5/22/20,33768,0,3925,10
5/23/20,34171,0,3992,10
5/24/20,34381,0,3998,10
5/25/20,34871,0,4029,10
5/26/20,35617,0,4125,10
5/27/20,36417,0,4220,10
5/28/20,37191,0,4266,10
5/29/20,37964,0,4350,10
5/30/20,38396,0,4395,10
5/31/20,38661,0,4395,10
6/1/20,39309,0,4403,10
6/2/20,40210,0,4468,10
6/3/20,41256,0,4542,10
6/4/20,42295,0,4562,10
6/5/20,43441,0,4639,10
6/6/20,44224,0,4656,10
6/7/20,44686,0,4659,10
6/8/20,45363,0,4694,10
6/9/20,46299,0,4717,10
6/10/20,47736,0,4795,10
6/11/20,49030,0,4814,10
6/12/20,50367,0,4854,10
6/13/20,51409,0,4874,10
6/14/20,51827,0,4874,10
6/15/20,52511,0,4891,10
6/16/20,53729,0,4939,10
6/17/20,55186,0,5041,10
6/18/20,56682,0,5053,10
6/19/20,57895,0,5053,10
6/20/20,58597,0,5053,10
6/21/20,58918,0,5053,10
6/22/20,59718,0,5053,10
6/23/20,61030,0,5161,10
6/24/20,62728,0,5209,10
6/25/20,64009,0,5230,10
6/26/20,65212,0,5280,10
6/27/20,65972,0,5280,10
6/28/20,66392,0,5280,10
6/29/20,67119,0,5280,10
6/30/20,67924,0,5333,10
7/1/20,68608,0,5370,10
7/2/20,69297,0,5411,10
7/3/20,69996,0,5420,10
7/4/20,70366,0,5420,10
7/5/20,70681,0,5420,10
7/6/20,70932,0,5420,10
7/7/20,71210,0,5447,10
7/8/20,71747,0,5482,10
7/9/20,72082,0,5500,10
7/10/20,72459,0,5526,10
7/11/20,72773,0,5526,10
7/12/20,72879,0,5526,10
7/13/20,73049,0,5526,10
7/14/20,73364,0,5545,10
7/15/20,73663,0,5572,10
7/16/20,73936,0,5593,10
7/17/20,74235,0,5619,10
7/18/20,74435,0,5619,10
7/19/20,74545,0,5619,10
7/20/20,74676,0,5619,10
7/21/20,74902,0,5646,10
7/22/20,75199,0,5667,10
7/23/20,75419,0,5676,10
7/24/20,75681,0,5697,10
7/25/20,75819,0,5697,10
7/26/20,75861,0,5697,10
7/27/20,75932,0,5697,10
7/28/20,76215,0,5702,10
7/29/20,76516,0,5730,10
7/30/20,76818,0,5739,10
7/31/20,77076,0,5743,10
8/1/20,77379,0,5743,10
8/2/20,77417,0,5743,10
8/3/20,77582,0,5743,10
8/4/20,77916,0,5747,10
8/5/20,78341,0,5760,10
8/6/20,78719,0,5766,10
8/7/20,79099,0,5763,10
8/8/20,79359,0,5763,10
8/9/20,79432,0,5763,10
8/10/20,79628,0,5763,10
8/11/20,80045,0,5770,10
8/12/20,80489,0,5774,10
8/13/20,80851,0,5776,10
